FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Label
image-158,2,1083,64,531,99,10.654761904761905,
image-158,3,983,241,529,150,13.5,
image-158,4,983,597,175,98,12.916666666666666,
image-158,5,955,294,238,255,10.307692307692308,
image-158,6,907,240,530,279,13.5,
image-158,7,907,596,176,278,13.75,
image-158,8,880,334,281,331,10.882352941176471,
image-158,9,830,242,532,355,12.5,
image-158,10,779,241,531,407,13.5,
image-158,11,753,242,531,457,13.5,
image-158,12,753,594,176,354,12.9,
image-158,13,661,70,536,523,10.944947209653092,
image-158,14,636,72,533,573,10.821428571428571,
image-158,15,702,290,230,483,10.310185185185185,
image-158,16,638,592,178,523,12.666666666666666,
image-158,17,610,340,280,601,10.588235294117647,
image-158,18,559,69,531,625,11.023378582202112,
image-158,19,434,242,530,675,12.6,
image-158,20,407,241,534,802,12.5,
image-158,21,382,240,532,826,14,
image-158,22,382,594,175,623,12.5,
image-158,23,354,303,243,856,10.583333333333334,
image-158,24,309,62,540,876,10.116776315789473,
image-158,25,311,628,37,877,9.388888888888888,
image-158,26,284,344,274,928,10.705882352941176,
image-158,27,264,70,537,946,11.352941176470589,
image-158,28,239,631,40,946,10.625,
image-158,29,214,130,650,1002,10,
image-158,30,113,241,531,996,12.4,
image-158,31,213,597,180,995,11.5,
image-158,32,112,596,175,1020,13,
image-158,33,84,304,246,1125,10.416666666666666,
image-158,34,37,242,532,1149,13,
image-158,35,34,596,177,1148,13,
image-159,0,1174,37,729,37,11.333333333333334,
image-159,1,1171,122,123,40,10.471698113207546,
image-159,2,1109,345,275,101,10.588235294117647,
image-159,3,1086,248,523,123,14.5,
image-159,4,1035,248,525,148,13,
image-159,5,959,246,523,197,14.333333333333334,
image-159,6,958,602,171,125,12.416666666666666,
image-159,7,897,65,578,315,11.6,
image-159,8,907,311,235,279,10.11125,
image-159,9,871,84,599,344,10.636363636363637,
image-159,10,847,246,527,339,13.25,
image-159,11,846,599,171,339,13,
image-159,12,820,343,278,393,10.529411764705882,
image-159,13,745,246,527,414,13.333333333333334,
image-159,14,743,599,172,415,13.166666666666666,
image-159,15,693,65,581,492,10.970707070707071,
image-159,16,694,245,528,517,13.5,
image-159,17,694,599,176,518,12.5,
image-159,18,667,301,238,545,10.44,
image-159,19,642,66,533,567,11.166666666666666,
image-159,20,593,247,527,593,12.75,
image-159,21,590,601,171,569,13,
image-159,22,540,303,236,646,10.438749999999999,
image-159,23,495,68,581,692,10.351515151515152,
image-159,24,469,245,527,714,13.25,
image-159,25,469,600,173,718,13,
image-159,26,442,339,275,769,10.941176470588236,
image-159,27,368,245,529,791,12.5,
image-159,28,366,599,173,793,13.333333333333334,
image-159,29,316,77,587,871,9.952991452991453,
image-159,30,189,67,585,1025,9.866666666666667,
image-159,31,165,246,528,893,12.142857142857142,
image-159,32,161,599,173,894,13.428571428571429,
image-159,33,110,303,236,1075,10.251249999999999,
image-159,34,61,65,582,1124,10.236363636363636,
image-159,35,62,243,533,1149,12,
image-159,36,37,245,530,1173,12.5,
image-159,37,34,596,176,1151,13,
image-160,0,1175,266,270,35,10.56,
image-160,1,1177,730,36,33,11.333333333333334,
image-160,2,1116,337,281,96,10.705882352941176,
image-160,3,1014,242,532,121,11.75,
image-160,4,1089,596,177,119,13.5,
image-160,5,1066,598,179,145,11.5,
image-160,6,1014,598,178,170,11.75,
image-160,7,963,83,594,225,9.452991452991453,
image-160,8,811,241,530,247,13,
image-160,9,811,596,175,246,13.357142857142858,
image-160,10,365,34,32,447,12.489828979438277,
image-160,11,335,37,405,879,11.933333333333334,
image-160,12,246,37,41,913,11.000045093795094,
image-160,13,222,33,610,992,9.8125,
image-160,14,180,583,170,1035,9.4,
image-160,15,165,211,517,1050,9,
image-160,16,144,191,506,1070,8.583333333333334,
image-160,17,138,553,144,1057,8.473484848484848,
image-160,18,115,37,609,1096,10.266666666666667,
image-160,19,38,44,612,1125,10.175824175824177,
image-160,20,38,238,535,1120,12.333333333333334,
image-160,21,90,593,179,1121,14,
image-160,22,40,594,180,1146,12,
image-161,0,1178,27,127,31,11.246666666666666,
image-161,1,1077,45,536,106,10.243697478991596,
image-161,2,1116,294,240,92,10.23076923076923,
image-161,3,1079,598,179,130,11.5,
image-161,4,1016,73,595,171,10.122377622377623,
image-161,5,1057,337,281,154,10.705882352941176,
image-161,6,990,86,610,224,10.4,
image-161,7,736,239,531,218,12.954545454545455,
image-161,8,737,592,177,218,12.909090909090908,
image-161,9,649,57,582,511,10.342261904761905,
image-161,10,675,240,537,534,11.5,
image-161,11,715,290,241,495,10.346153846153847,
image-161,12,677,628,39,510,10.5,
image-161,13,624,93,615,591,10.222222222222221,
image-161,14,599,239,533,586,13.5,
image-161,15,577,335,282,634,10.764705882352942,
image-161,16,375,240,511,657,12.583333333333334,
image-161,17,375,594,163,707,12.5,
image-161,18,554,626,51,657,11.181818181818182,
image-161,19,334,68,534,875,11.647058823529411,
image-161,20,309,242,535,900,11.5,
image-161,21,353,295,237,856,10.307692307692308,
image-161,22,309,596,163,874,11.875,
image-161,23,281,336,281,930,10.764705882352942,
image-161,24,256,242,532,953,13,
image-161,25,258,596,163,952,10.25,
image-161,26,221,59,615,991,10.5,
image-161,27,233,242,532,976,13,
image-161,28,182,240,530,1002,13.25,
image-161,29,182,596,177,977,12.166666666666666,
image-161,30,68,55,578,1066,10.114583333333334,
image-161,31,155,292,240,1055,10.307692307692308,
image-161,32,43,125,654,1172,10.5,
image-161,33,45,239,535,1166,13,
image-161,34,45,594,180,1167,13,
image-162,0,1187,263,270,24,10.68,
image-162,1,1191,726,34,19,13.333333333333334,
image-162,2,1128,336,281,84,10.764705882352942,
image-162,3,975,240,532,107,13.166666666666666,
image-162,4,948,61,534,260,12.058823529411764,
image-162,5,874,240,532,287,13.666666666666666,
image-162,6,823,240,532,361,13.25,
image-162,7,799,242,532,412,13,
image-162,8,799,596,160,106,12.288461538461538,
image-162,9,771,292,234,439,10.538461538461538,
image-162,10,720,72,592,468,9.707142857142856,
image-162,11,722,240,535,489,12.5,
image-162,12,747,639,82,466,11.285714285714286,
image-162,13,722,631,78,493,10.11111111111111,
image-162,14,698,655,93,518,10.4,
image-162,15,644,85,592,543,10.125,
image-162,16,646,242,532,565,13,
image-162,17,618,339,281,594,10.588235294117647,
image-162,18,467,241,530,616,12.5,
image-162,19,466,594,177,616,12.666666666666666,
image-162,20,439,286,239,770,10.576923076923077,
image-162,21,415,68,532,794,12.178571428571429,
image-162,22,389,240,535,821,12.5,
image-162,23,390,596,180,794,11.75,
image-162,24,363,334,286,849,10.588235294117647,
image-162,25,288,64,581,901,10.291666666666668,
image-162,26,238,240,532,871,12.6,
image-162,27,315,597,179,871,11.25,
image-162,28,262,595,179,922,12.5,
image-162,29,238,595,179,972,13,
image-162,30,210,296,250,1000,10.583333333333334,
image-162,31,135,61,579,1026,9.666666666666666,
image-162,32,110,82,601,1105,9.75,
image-162,33,84,70,591,1131,9.928571428571429,
image-162,34,59,235,535,1126,13.75,
image-162,35,82,631,78,1105,10.484126984126984,
image-162,36,58,655,93,1158,10.4,
image-162,37,22,95,384,1188,9.17142857142857,
image-163,0,1173,32,731,37,12.333333333333334,
image-163,1,1171,119,123,41,10.528301886792454,
image-163,2,1112,342,280,98,10.470588235294118,
image-163,3,985,246,525,125,13,
image-163,4,986,600,171,175,13.333333333333334,
image-163,5,1087,632,45,126,11.181818181818182,
image-163,6,953,301,245,257,10.583333333333334,
image-163,7,903,245,530,306,12.5,
image-163,8,879,640,69,285,10.57037037037037,
image-163,9,852,338,279,361,10.764705882352942,
image-163,10,827,245,529,382,13,
image-163,11,774,242,529,409,13.75,
image-163,12,750,242,530,458,14,
image-163,13,752,598,174,383,12.25,
image-163,14,720,300,245,491,10.625,
image-163,15,694,69,533,515,11.647058823529411,
image-163,16,670,241,531,541,14,
image-163,17,671,599,177,515,12,
image-163,18,643,335,279,570,10.941176470588236,
image-163,19,593,242,531,592,13,
image-163,20,567,242,532,642,13,
image-163,21,618,599,177,591,12,
image-163,22,569,597,176,612,13,
image-163,23,537,300,245,674,10.625,
image-163,24,460,51,569,702,10.105882352941176,
image-163,25,434,61,595,781,10.285714285714286,
image-163,26,410,242,532,776,12.25,
image-163,27,436,635,70,751,10.634920634920634,
image-163,28,411,655,95,805,10,
image-163,29,379,336,281,834,10.764705882352942,
image-163,30,226,239,533,857,13,
image-163,31,175,56,534,1009,13.018518518518519,
image-163,32,151,240,535,1058,12.5,
image-163,33,202,595,178,857,12.428571428571429,
image-163,34,151,595,179,1033,12.25,
image-163,35,118,296,246,1091,10.75,
image-163,36,94,65,588,1119,10.5,
image-163,37,69,237,535,1115,13.25,
image-163,38,70,594,162,1115,10.25,
image-163,39,42,333,287,1169,10.588235294117647,
image-164,0,1177,261,267,32,11.155000000000001,
image-164,1,1184,733,34,26,11,
image-164,2,966,244,527,92,12.857142857142858,
image-164,3,993,598,155,89,12.541666666666666,
image-164,4,967,603,174,242,11.5,
image-164,5,940,302,244,271,10.583333333333334,
image-164,6,837,65,575,298,9.578536414565827,
image-164,7,812,73,586,404,10.071428571428571,
image-164,8,787,246,527,400,12.5,
image-164,9,814,644,65,373,10.6984126984127,
image-164,10,789,660,86,427,10.8,
image-164,11,761,339,281,450,10.588235294117647,
image-164,12,710,246,529,474,12.25,
image-164,13,737,602,175,473,11.5,
image-164,14,712,601,173,497,13,
image-164,15,686,246,529,526,12.5,
image-164,16,686,602,173,523,12.5,
image-164,17,373,38,31,562,12.623043877849408,
image-164,18,343,39,681,869,13.333333333333334,
image-164,19,228,39,36,904,11.101427667841332,
image-164,20,195,587,166,1021,9.4,
image-164,21,158,199,498,1037,8.604166666666668,
image-164,22,152,557,140,1044,8.200757575757576,
image-164,23,80,245,528,1081,12.333333333333334,
image-164,24,78,599,159,1082,12.083333333333334,
image-164,25,52,302,243,1159,10.625,
image-164,26,26,69,696,1186,11.666666666666666,
image-165,0,1175,31,733,34,12,
image-165,1,1174,117,125,40,10.528301886792454,
image-165,2,1113,71,527,95,11.882352941176471,
image-165,3,952,244,528,131,12.833333333333334,
image-165,4,1093,339,279,119,10.705882352941176,
image-165,5,951,598,173,96,13.142857142857142,
image-165,6,924,304,242,286,10.583333333333334,
image-165,7,899,70,532,310,11.647058823529411,
image-165,8,902,602,176,312,11,
image-165,9,874,339,281,338,10.588235294117647,
image-165,10,798,70,530,361,11.377828054298641,
image-165,11,748,243,530,438,12.75,
image-165,12,775,599,174,362,11.875,
image-165,13,721,244,530,488,13,
image-165,14,722,598,176,484,13,
image-165,15,697,302,244,514,10.583333333333334,
image-165,16,672,245,530,539,12.5,
image-165,17,673,601,176,537,11.5,
image-165,18,645,339,279,567,10.705882352941176,
image-165,19,621,246,531,590,11.5,
image-165,20,596,245,529,611,13,
image-165,21,597,599,175,590,12.75,
image-165,22,570,302,244,642,10.583333333333334,
image-165,23,542,61,528,666,11.105263157894736,
image-165,24,518,85,592,696,10.25,
image-165,25,492,95,615,723,10,
image-165,26,494,243,531,716,13,
image-165,27,466,341,279,745,10.588235294117647,
image-165,28,449,645,76,766,11.285714285714286,
image-165,29,396,243,530,791,13.25,
image-165,30,423,637,72,792,10.11111111111111,
image-165,31,397,660,87,818,10.6,
image-165,32,346,244,529,838,13,
image-165,33,295,245,529,889,12.75,
image-165,34,246,245,528,939,12.5,
image-165,35,246,598,173,838,13.166666666666666,
image-165,36,218,302,244,992,10.583333333333334,
image-165,37,192,72,530,1017,11.647058823529411,
image-165,38,195,599,158,1015,10.75,
image-165,39,167,341,280,1046,10.529411764705882,
image-165,40,66,244,530,1067,12,
image-165,41,42,246,531,1170,11.5,
image-165,42,42,597,158,1066,12.65,
image-166,0,1171,269,263,39,10.72,
image-166,1,1174,733,33,37,11.333333333333334,
image-166,2,936,243,528,95,12.1875,
image-166,3,936,597,158,94,12.96875,
image-166,4,909,303,243,302,10.583333333333334,
image-166,5,884,74,531,325,11.470588235294118,
image-166,6,885,599,175,326,13,
image-166,7,857,337,280,354,10.764705882352942,
image-166,8,555,242,529,377,12.458333333333334,
image-166,9,529,244,530,680,13,
image-166,10,505,244,532,705,12,
image-166,11,504,596,159,377,12.607142857142858,
image-166,12,477,295,237,733,10.307692307692308,
image-166,13,453,71,531,757,11.647058823529411,
image-166,14,453,599,178,757,11.5,
image-166,15,427,335,280,786,10.882352941176471,
image-166,16,351,239,533,808,12.666666666666666,
image-166,17,326,63,533,884,11.333333333333334,
image-166,18,251,239,536,910,12.166666666666666,
image-166,19,251,594,162,809,12.214285714285714,
image-166,20,223,288,244,987,10.307692307692308,
image-166,21,200,230,534,1011,12,
image-166,22,199,62,550,1014,11.058823529411764,
image-166,23,199,597,178,1010,12.5,
image-166,24,167,333,287,1044,10.588235294117647,
image-166,25,63,236,536,1067,12.625,
image-166,26,94,592,180,1067,13.166666666666666,
image-166,27,64,593,184,1144,11.5,
image-166,28,41,235,537,1168,14,
image-166,29,41,594,183,1168,11.5,
image-167,0,1169,34,734,42,10.666666666666666,
image-167,1,1166,119,123,45,11.16,
image-167,2,1107,95,601,105,10.4,
image-167,3,1006,247,523,102,12.8,
image-167,4,1006,601,155,104,12.2,
image-167,5,972,305,243,236,10.5,
image-167,6,949,71,581,264,10.571428571428571,
image-167,7,951,248,527,261,12.5,
image-167,8,950,603,171,260,13,
image-167,9,923,341,281,289,10.470588235294118,
image-167,10,594,244,527,312,12.192307692307692,
image-167,11,593,598,156,312,11.826923076923077,
image-167,12,562,302,244,648,10.583333333333334,
image-167,13,538,246,529,674,12.5,
image-167,14,539,603,180,672,17,
image-167,15,506,339,281,706,10.588235294117647,
image-167,16,381,243,530,729,12.2,
image-167,17,381,597,173,729,13.2,
image-167,18,349,303,243,862,10.583333333333334,
image-167,19,300,241,532,885,13.25,
image-167,20,300,597,175,886,13,
image-167,21,273,336,279,939,10.882352941176471,
image-167,22,174,241,530,962,12.875,
image-167,23,173,597,175,962,12.75,
image-167,24,140,295,244,1070,10.44,
image-167,25,118,240,532,1093,14,
image-167,26,117,597,178,1093,12.5,
image-167,27,89,336,281,1122,10.764705882352942,
image-167,28,41,240,532,1144,12.75,
image-167,29,39,596,178,1145,13,
image-168,0,1166,271,268,44,10.44,
image-168,1,1169,733,31,41,12,
image-168,2,1058,246,526,102,13,
image-168,3,1057,598,170,102,14,
image-168,4,1030,300,239,179,10.44,
image-168,5,982,244,528,203,13.5,
image-168,6,980,599,173,203,13.25,
image-168,7,911,245,529,274,12.25,
image-168,8,954,339,281,258,10.588235294117647,
image-168,9,910,598,156,274,11.875,
image-168,10,883,300,239,328,10.44,
image-168,11,834,241,529,351,14,
image-168,12,859,598,159,351,10.75,
image-168,13,833,597,173,377,15,
image-168,14,737,242,530,423,12.833333333333334,
image-168,15,806,335,280,405,10.882352941176471,
image-168,16,786,599,160,423,10.25,
image-168,17,737,598,175,449,12.75,
image-168,18,709,293,239,500,10.307692307692308,
image-168,19,659,69,533,550,11,
image-168,20,659,637,71,527,10.468253968253968,
image-168,21,635,133,648,580,9.5,
image-168,22,636,245,529,574,13,
image-168,23,635,656,90,581,10.8,
image-168,24,590,71,581,621,10.571428571428571,
image-168,25,413,239,529,620,12.875,
image-168,26,608,335,286,604,10.529411764705882,
image-168,27,410,594,162,649,10.642857142857142,
image-168,28,608,644,42,606,10.363636363636363,
image-168,29,383,287,238,827,10.576923076923077,
image-168,30,334,236,535,850,14.25,
image-168,31,332,594,162,854,11.75,
image-168,32,238,237,537,922,12.666666666666666,
image-168,33,307,333,287,905,10.588235294117647,
image-168,34,285,594,163,923,10.75,
image-168,35,235,594,163,949,10.75,
image-168,36,209,286,240,1001,10.538461538461538,
image-168,37,160,236,537,1026,13,
image-168,38,184,594,165,1025,10.25,
image-168,39,158,593,184,1051,11.5,
image-168,40,64,234,537,1096,13.166666666666666,
image-168,41,132,327,287,1079,10.941176470588236,
image-168,42,87,592,183,1097,12,
image-168,43,62,591,168,1148,10.25,
image-168,44,35,288,244,1175,10.307692307692308,
image-169,0,1177,33,733,34,11.333333333333334,
image-169,1,1176,119,123,38,10.528301886792454,
image-169,2,1116,246,528,94,13,
image-169,3,1090,247,527,120,13,
image-169,4,1093,602,157,94,11.625,
image-169,5,1065,343,278,149,10.529411764705882,
image-169,6,1014,247,527,170,13,
image-169,7,964,245,525,223,13.5,
image-169,8,1041,602,171,170,13.5,
image-169,9,989,602,172,195,12.75,
image-169,10,965,601,173,245,13,
image-169,11,907,246,526,303,14,
image-169,12,931,303,249,279,10.333333333333334,
image-169,13,880,339,278,332,10.764705882352942,
image-169,14,883,640,69,280,10.170370370370371,
image-169,15,780,246,527,355,12.75,
image-169,16,753,247,528,456,12.5,
image-169,17,729,245,528,481,13.5,
image-169,18,729,599,155,354,12.5,
image-169,19,701,296,236,507,10.307692307692308,
image-169,20,678,73,581,534,10.428571428571429,
image-169,21,679,248,529,533,11.5,
image-169,22,679,600,157,532,10.75,
image-169,23,652,339,275,561,10.941176470588236,
image-169,24,424,246,525,583,12.5,
image-169,25,424,601,155,583,11.277777777777779,
image-169,26,396,295,237,814,10.307692307692308,
image-169,27,372,71,541,839,11.75,
image-169,28,374,247,528,838,12.5,
image-169,29,373,603,174,837,11.5,
image-169,30,346,339,275,865,10.941176470588236,
image-169,31,297,247,527,889,13,
image-169,32,296,601,95,888,11.4,
image-169,33,43,32,31,950,12.666455468729012,
image-170,0,1161,264,268,49,10.72,
image-170,1,1164,730,38,47,10.666666666666666,
image-170,2,977,34,36,113,12.546451580929727,
image-170,3,910,38,39,274,10.3671875,
image-170,4,839,188,514,356,8.583333333333332,
image-170,5,870,583,169,344,9.6,
image-170,6,828,551,146,368,8.473484848484848,
image-170,7,801,239,536,410,12.5,
image-170,8,801,597,180,409,11.5,
image-170,9,697,52,583,440,9.994928355957768,
image-170,10,673,62,540,538,10.421052631578947,
image-170,11,571,238,532,564,13.125,
image-170,12,570,593,180,537,12.7,
image-170,13,538,323,275,673,10.1,
image-170,14,515,69,534,694,12.071428571428571,
image-170,15,515,592,180,694,14,
image-170,16,484,333,287,729,10.588235294117647,
image-170,17,333,234,537,752,12.666666666666666,
image-170,18,307,55,545,904,11.527777777777779,
image-170,19,283,234,540,929,13,
image-170,20,280,589,183,752,12.375,
image-170,21,205,53,584,958,10.21741452991453,
image-170,22,180,109,650,1035,10.25,
image-170,23,104,230,543,1030,12.75,
image-170,24,102,587,187,1032,12.5,
image-170,25,75,307,276,1136,9.863636363636363,
image-170,26,52,62,543,1158,11.470588235294118,
image-170,27,50,588,188,1158,12,
image-170,28,25,327,294,1189,10.529411764705882,
image-171,0,1175,34,731,34,11.666666666666666,
image-171,1,1174,119,123,39,11.16,
image-171,2,989,247,524,95,13.083333333333334,
image-171,3,1113,592,153,95,11,
image-171,4,1089,605,171,121,12,
image-171,5,1038,605,169,146,12.5,
image-171,6,986,605,92,197,10.9,
image-171,7,887,36,32,259,13.483702737940026,
image-171,8,748,36,31,360,10.346864487088368,
image-171,9,672,37,34,487,10.651559934318556,
image-171,10,597,39,37,580,12.865686274509805,
image-171,11,353,36,33,641,12.399706678755576,
image-171,12,324,35,538,891,12.61111111111111,
image-171,13,139,36,29,919,12.426228744467737,
image-171,14,42,37,31,1117,10.723841807909606,
image-172,0,1170,269,270,40,10.44,
image-172,1,1172,733,34,38,11,
image-172,2,923,35,31,103,12.511825821616187,
image-172,3,588,33,31,314,12.171181552981137,
image-172,4,528,36,40,653,12.549153055051422,
image-172,5,223,32,37,714,12.249550813489135,
image-172,6,40,35,39,1016,12.76875360017825,
image-173,0,1173,34,728,37,12.666666666666666,
image-173,1,1173,144,99,40,10.50943396226415,
image-173,2,1109,39,37,103,12.701754385964913,
image-173,3,560,36,27,130,12.679381982739686,
image-173,4,531,38,496,677,11.565217391304348,
image-173,5,318,35,33,709,12.46266467211247,
image-173,6,288,36,335,925,11.916666666666666,
image-173,7,42,29,422,964,10.446592258036755,
image-173,8,67,365,35,964,10.622433883463295,
image-174,0,1165,266,270,45,10.56,
image-174,1,1166,731,32,42,12.333333333333334,
image-174,2,1087,191,511,111,8.395833333333332,
image-174,3,1070,605,92,105,8.60050505050505,
image-174,4,1047,73,584,165,10.214285714285714,
image-174,5,971,63,583,193,10.050824175824177,
image-174,6,946,52,575,269,10.8125,
image-174,7,919,69,586,296,10.357142857142858,
image-174,8,894,66,586,320,10.571428571428571,
image-174,9,820,249,535,317,13.5,
image-174,10,818,594,163,316,11.125,
image-174,11,707,55,581,455,9.54675925925926,
image-174,12,764,277,230,421,9.623152709359605,
image-174,13,682,92,623,532,10.625,
image-174,14,682,240,537,529,11.5,
image-174,15,680,592,180,530,14,
image-174,16,653,334,286,558,10.588235294117647,
image-174,17,504,56,590,708,10.266666666666667,
image-174,18,580,239,517,579,11.583333333333334,
image-174,19,531,247,520,656,12.666666666666668,
image-174,20,506,246,526,706,9.333333333333334,
image-174,21,478,247,524,732,9.666666666666666,
image-174,22,453,246,524,759,10,
image-174,23,429,243,527,782,10,
image-174,24,403,244,528,808,9.333333333333334,
image-174,25,377,244,525,834,10.333333333333334,
image-174,26,352,241,527,859,10.666666666666666,
image-174,27,327,240,528,884,10.666666666666666,
image-174,28,324,587,163,582,11.75,
image-174,29,286,72,609,925,7.933333333333334,
image-174,30,298,310,278,912,9.636363636363637,
image-174,31,235,48,585,955,9.983193277310924,
image-174,32,210,61,610,1002,9.923076923076923,
image-174,33,210,230,529,1001,10.25,
image-174,34,184,231,526,1026,10.75,
image-174,35,182,583,189,1002,11.75,
image-174,36,138,229,530,1072,10.25,
image-174,37,86,228,545,1097,13.25,
image-174,38,38,224,535,1147,11.875,
image-174,39,156,324,296,1056,10.588235294117647,
image-174,40,34,578,173,1074,11.6,
image-175,0,1174,28,737,35,11.666666666666666,
image-175,1,1174,118,124,39,10.528301886792454,
image-175,2,987,64,583,228,10.2,
image-175,3,1089,246,531,96,11.5,
image-175,4,1063,254,516,146,10,
image-175,5,1039,254,513,172,11,
image-175,6,1014,255,514,197,10.333333333333334,
image-175,7,988,254,516,223,10,
image-175,8,963,255,514,249,10.333333333333334,
image-175,9,936,255,515,274,10,
image-175,10,912,254,516,299,10,
image-175,11,911,597,157,95,11.222222222222221,
image-175,12,884,322,264,327,9.727272727272727,
image-175,13,808,63,583,353,9.67516339869281,
image-175,14,783,90,587,430,11.181818181818182,
image-175,15,758,245,529,428,14,
image-175,16,759,598,161,426,11.875,
image-175,17,732,339,281,481,10.588235294117647,
image-175,18,657,244,513,504,11,
image-175,19,630,57,531,579,11.157894736842104,
image-175,20,608,255,530,605,15,
image-175,21,606,598,157,504,12.25,
image-175,22,352,31,37,644,12.590363769343494,
image-175,23,322,54,615,890,9.357142857142858,
image-175,24,135,31,35,918,12.107765471156801,
image-175,25,45,32,34,1116,10.335019535018327,
image-176,0,1165,266,270,44,10.56,
image-176,1,1166,727,36,45,12.333333333333334,
image-176,2,1029,36,35,108,10.562794722041964,
image-176,3,975,592,166,241,8.4,
image-176,4,939,197,506,257,8.416666666666668,
image-176,5,933,560,137,262,8.473484848484848,
image-176,6,869,241,532,315,13,
image-176,7,818,241,533,367,12.25,
image-176,8,818,596,177,315,11.75,
image-176,9,787,253,198,425,9.18421052631579,
image-176,10,711,62,588,450,10.1,
image-176,11,684,102,619,531,9.875,
image-176,12,661,242,532,524,13,
image-176,13,660,596,176,549,14,
image-176,14,629,339,281,583,10.588235294117647,
image-176,15,548,71,581,637,10.224664224664226,
image-176,16,523,131,648,692,10.5,
image-176,17,372,69,589,841,10.142857142857142,
image-176,18,270,240,529,610,12.714285714285714,
image-176,19,270,594,176,609,12.035714285714286,
image-176,20,238,335,279,974,10.941176470588236,
image-176,21,214,73,535,995,11.294117647058824,
image-176,22,190,241,533,1020,13,
image-176,23,190,594,177,995,13,
image-176,24,163,333,281,1050,10.941176470588236,
image-176,25,87,240,535,1072,11.833333333333334,
image-176,26,37,241,535,1148,11.5,
image-176,27,113,596,180,1073,11.5,
image-176,28,62,594,177,1123,13.75,
image-176,29,38,594,180,1173,13,
image-177,0,1175,41,724,35,11.666666666666666,
image-177,1,1174,129,115,40,10.49056603773585,
image-177,2,962,253,520,97,12.785714285714286,
image-177,3,963,608,164,96,12.357142857142858,
image-177,4,936,278,204,276,10.258064516129032,
image-177,5,911,370,296,303,10.307692307692308,
image-177,6,885,71,581,328,9.866666666666667,
image-177,7,862,250,523,326,12.5,
image-177,8,862,603,169,325,13.5,
image-177,9,833,288,220,377,10.814814814814815,
image-177,10,810,388,321,406,10.11111111111111,
image-177,11,760,248,525,426,12.75,
image-177,12,759,602,171,425,12.75,
image-177,13,732,342,275,479,10.764705882352942,
image-177,14,684,247,525,502,13.5,
image-177,15,657,78,524,553,11,
image-177,16,609,247,527,578,12.75,
image-177,17,607,603,169,503,13.5,
image-177,18,580,294,220,630,10.592592592592593,
image-177,19,556,389,320,659,10.11111111111111,
image-177,20,531,72,529,681,11.705882352941176,
image-177,21,532,605,171,677,12,
image-177,22,503,342,277,709,10.647058823529411,
image-177,23,480,248,530,731,11,
image-177,24,455,248,530,758,11,
image-177,25,430,246,529,780,12.5,
image-177,26,430,599,171,730,14,
image-177,27,136,29,38,828,12.325159758716067,
image-177,28,107,36,391,1107,12.03225806451613,
image-177,29,44,32,40,1149,10.05983078162772,
image-178,0,1187,264,268,24,10.72,
image-178,1,1188,727,40,21,11,
image-178,2,1102,36,36,82,10.203463203463205,
image-178,3,1077,38,661,138,10.1,
image-178,4,1016,193,508,178,8.4375,
image-178,5,1010,589,108,162,8.409259259259258,
image-178,6,923,229,544,237,12.5,
image-178,7,922,632,129,238,9.75,
image-178,8,896,318,235,314,10.291666666666666,
image-178,9,871,52,602,340,10.428571428571429,
image-178,10,847,229,544,338,12.5,
image-178,11,847,630,130,338,11.25,
image-178,12,821,352,263,392,10.882352941176471,
image-178,13,646,229,543,414,12.357142857142858,
image-178,14,644,630,126,414,11.142857142857142,
image-178,15,618,324,229,591,10.291666666666666,
image-178,16,594,53,542,616,11.357142857142858,
image-178,17,594,632,127,615,10.25,
image-178,18,567,355,265,642,10.588235294117647,
image-178,19,342,230,543,666,11.944444444444445,
image-178,20,316,51,545,893,11.071428571428571,
image-178,21,545,634,144,667,11,
image-178,22,315,629,126,690,12.083333333333334,
image-178,23,267,230,543,919,13,
image-178,24,265,629,143,920,13.25,
image-178,25,238,319,233,971,10.333333333333334,
image-178,26,216,52,602,994,10.428571428571429,
image-178,27,215,229,545,994,13,
image-178,28,215,631,143,995,13,
image-178,29,168,231,545,1042,12,
image-178,30,67,230,545,1067,11.625,
image-178,31,187,358,264,1024,10.470588235294118,
image-178,32,142,631,145,1042,11.75,
image-178,33,117,631,145,1091,12,
image-178,34,68,631,144,1119,11.75,
image-178,35,23,62,414,1188,9,
image-179,0,1167,36,728,42,12,
image-179,1,1166,120,117,47,10.622641509433961,
image-179,2,1025,240,535,110,11.75,
image-179,3,1026,637,119,110,11.9375,
image-179,4,984,57,536,225,11.607142857142858,
image-179,5,961,242,535,249,11.5,
image-179,6,1003,326,226,206,10.333333333333334,
image-179,7,960,639,120,225,10.875,
image-179,8,895,240,535,289,11.25,
image-179,9,939,365,255,272,10.588235294117647,
image-179,10,919,638,136,290,13,
image-179,11,894,643,59,317,9.8,
image-179,12,782,39,33,353,10.741695283882784,
image-179,13,673,239,536,462,11.75,
image-179,14,646,328,221,563,10.458333333333334,
image-179,15,621,56,541,587,11.941176470588236,
image-179,16,595,365,255,615,10.588235294117647,
image-179,17,522,236,535,639,12.833333333333334,
image-179,18,497,239,535,713,13,
image-179,19,419,271,161,742,10.578282828282829,
image-179,20,344,237,536,817,13,
image-179,21,394,636,139,817,12.5,
image-179,22,343,636,139,842,12,
image-179,23,316,325,228,893,10.291666666666666,
