FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Label
image-286,33,201,308,269,1013,10.136363636363637,
image-286,34,167,236,538,1042,13,
image-286,35,139,596,61,1046,11.158333333333333,
image-286,36,103,296,257,1107,10.73913043478261,
image-286,37,71,237,538,1138,12.5,
image-286,38,42,593,64,1143,11.358333333333334,
image-287,0,1173,39,727,38,11.333333333333334,
image-287,1,1171,126,116,40,10.528301886792454,
image-287,2,1113,249,525,98,13,
image-287,3,1010,622,33,98,10.098290598290598,
image-287,4,782,246,525,225,12.88888888888889,
image-287,5,985,604,173,225,11.5,
image-287,6,958,603,171,250,13,
image-287,7,883,602,171,275,12.666666666666666,
image-287,8,807,599,149,377,12.45,
image-287,9,782,599,175,425,13,
image-287,10,733,248,527,454,12.5,
image-287,11,731,598,152,452,11.5,
image-287,12,684,80,39,527,10.983870967741936,
image-287,13,661,39,670,553,10.11111111111111,
image-287,14,620,247,527,591,13,
image-287,15,620,606,51,590,11.916666666666666,
image-287,16,595,670,79,621,10.2,
image-287,17,497,36,37,661,10.871349051676921,
image-287,18,453,247,529,757,12,
image-287,19,454,600,175,758,12.5,
image-287,20,411,309,244,801,10.73913043478261,
image-287,21,220,245,528,839,12.714285714285714,
image-287,22,220,597,153,839,12.299999999999999,
image-287,23,185,246,528,1025,13,
image-287,24,158,245,528,1050,13.5,
image-287,25,158,598,149,1026,10.1,
image-287,26,134,245,528,1077,13.5,
image-287,27,41,36,38,1119,10.986223118279568,
image-288,0,1167,186,199,43,10.375,
image-288,1,1170,727,36,42,12.333333333333334,
image-288,2,1108,237,534,102,14.5,
image-288,3,1107,596,57,102,12.25,
image-288,4,1083,663,84,132,10.6,
image-288,5,1020,34,38,167,11.091935483870968,
image-288,6,995,31,583,220,10.941176470588236,
image-288,7,946,237,535,265,14,
image-288,8,946,594,183,265,11.5,
image-288,9,899,298,253,313,10.826086956521738,
image-288,10,687,236,535,346,13.125,
image-288,11,637,236,537,549,13.5,
image-288,12,637,591,158,345,11.95,
image-288,13,599,77,45,610,10.761904761904763,
image-288,14,575,36,670,637,10.444444444444445,
image-288,15,529,234,537,677,14.5,
image-288,16,530,596,47,679,10.466666666666667,
image-288,17,505,669,77,711,10.8,
image-288,18,464,287,239,748,10.538461538461538,
image-288,19,439,308,269,775,10.136363636363637,
image-288,20,406,237,539,805,12,
image-288,21,379,591,59,806,11.45,
image-288,22,337,296,257,874,10.73913043478261,
image-288,23,304,237,539,905,12,
image-288,24,200,629,60,911,10.473737373737375,
image-288,25,177,235,538,1034,13.5,
image-288,26,174,589,185,1034,13,
image-288,27,101,236,539,1060,12.166666666666666,
image-288,28,40,236,539,1146,11.75,
image-288,29,38,589,185,1060,12.8,
image-289,0,1170,40,726,41,11.333333333333334,
image-289,1,1168,125,117,45,10.528301886792454,
image-289,2,1082,42,37,104,10.305259417199716,
image-289,3,1030,39,33,154,10.649816176470587,
image-289,4,1006,39,619,209,10.923076923076923,
image-289,5,976,249,525,234,13,
image-289,6,977,603,171,233,13,
image-289,7,940,312,245,272,10.565217391304348,
image-289,8,662,247,525,295,12.318181818181818,
image-289,9,663,597,149,295,13.172727272727274,
image-289,10,627,287,221,586,10.814814814814815,
image-289,11,599,344,280,611,9.263157894736842,
image-289,12,571,246,528,639,13,
image-289,13,520,637,46,642,10.412121212121212,
image-289,14,483,297,230,728,10.5,
image-289,15,459,317,260,756,10.136363636363637,
image-289,16,430,244,530,780,13,
image-289,17,428,599,44,782,10.466666666666667,
image-289,18,378,244,530,833,13,
image-289,19,352,600,43,813,10.153846153846153,
image-289,20,317,305,251,895,10.608695652173912,
image-289,21,288,242,532,922,13,
image-289,22,261,631,38,926,10.397727272727273,
image-289,23,236,650,71,980,9.875,
image-289,24,110,241,530,999,13.1,
image-289,25,186,597,177,1000,12.5,
image-289,26,160,597,176,1050,13.5,
image-289,27,107,597,153,1074,10.75,
image-289,28,39,34,39,1141,12.267261904761906,
image-290,0,552,583,198,520,1.3571428571428572,
image-290,1,128,608,146,109,0.2192651098901099,
image-290,2,317,663,121,354,0.2962962962962963,
image-291,0,1171,34,123,38,11.09748427672956,
image-291,1,892,36,32,104,12.393301588201076,
image-291,2,863,38,591,351,12.214285714285714,
image-291,3,588,34,34,377,12.406167654652858,
image-291,4,374,35,34,654,12.42463511832196,
image-291,5,344,36,593,869,11.4,
image-291,6,283,37,31,896,12.541431261770246,
image-291,7,131,39,30,959,13.029268067822326,
image-291,8,39,39,30,1110,13.960361483485425,
image-292,0,1186,189,180,26,10.775,
image-292,1,1188,736,30,23,11.333333333333334,
image-292,2,969,41,30,91,12.672829861398716,
image-292,3,908,38,34,271,12.155172413793103,
image-292,4,573,323,316,638,10.733333333333333,
image-292,5,547,333,325,665,10.923076923076923,
image-292,6,391,37,32,728,11.8536721273672,
image-292,7,54,35,32,847,12.02778329475699,
image-292,8,22,67,415,1189,9.352941176470589,
image-293,0,1171,34,117,39,11.459119496855347,
image-293,1,924,36,33,103,12.8622255690929,
image-293,2,559,34,34,319,12.435561532547036,
image-293,3,41,32,31,681,12.38663971662617,
image-294,0,1185,186,186,25,10.7,
image-294,1,1188,732,36,22,10.666666666666666,
image-294,2,756,31,32,88,12.454196372583663,
image-294,3,695,31,38,487,11.857278963414634,
image-294,4,451,31,33,544,12.247861035219152,
image-294,5,114,29,34,788,12.552192076610908,
image-294,6,62,73,718,1156,9,
image-294,7,53,95,406,1153,9.966666666666667,
image-294,8,21,89,675,1190,12,
image-295,0,1171,37,117,37,10.625786163522012,
image-295,1,1015,35,32,105,12.099099695961215,
image-295,2,710,309,478,502,13,
image-295,3,455,346,347,758,10.7,
image-295,4,374,63,66,788,10.45638324774354,
image-295,5,172,34,38,887,12.428161642623992,
image-295,6,141,32,86,1071,12.178571428571429,
image-295,7,40,38,38,1138,12.335593220338982,
image-296,0,1169,185,186,42,10.725,
image-296,1,1170,732,32,41,12,
image-296,2,798,38,34,104,12.506478273364138,
image-296,3,495,32,32,441,12.345133185981524,
image-296,4,448,92,38,762,10.98360655737705,
image-296,5,142,32,33,788,10.518398112252525,
image-296,6,91,37,34,1097,10.918136589778381,
image-296,7,65,56,41,1148,10.492537313432836,
image-296,8,39,32,40,1174,10.705882352941176,
image-297,0,1179,36,729,33,11.666666666666666,
image-297,1,1177,121,116,35,11.26,
image-297,2,594,32,29,99,12.407976852907826,
image-297,3,318,29,34,649,12.44052765865522,
image-297,4,289,30,36,924,11.65079365079365,
image-297,5,46,28,37,992,10.330938143094473,
image-298,0,1180,190,193,32,10.425,
image-298,1,1183,735,32,29,11,
image-298,2,1023,39,34,95,11.86179087875417,
image-298,3,872,39,30,216,12.71944694599021,
image-298,4,657,35,31,371,12.42833484376729,
image-298,5,474,34,38,584,12.154974144653332,
image-298,6,351,31,38,769,12.893773256052087,
image-298,7,107,33,35,887,12.102263412816692,
image-298,8,44,94,202,1163,9.692307692307692,
image-299,0,1170,32,733,42,11.666666666666666,
image-299,1,1168,119,123,45,10.528301886792454,
image-299,2,860,31,35,103,12.423320721780819,
image-299,3,555,32,35,382,12.218046810763829,
image-299,4,525,78,40,684,12.178571428571429,
image-299,5,129,30,33,712,12.255859400274728,
image-299,6,64,117,394,1146,9.03125,
image-299,7,38,72,228,1170,9.433962264150944,
image-300,0,1172,191,178,40,10.775,
image-300,1,1174,736,29,38,11.666666666666666,
image-300,2,773,38,30,101,12.49098859085425,
image-300,3,742,39,37,466,11.081818181818182,
image-300,4,101,37,29,497,12.430215994387124,
image-300,5,40,100,290,1170,9.318181818181818,
image-301,0,1180,37,732,34,10.333333333333334,
image-301,1,1178,125,117,36,10.528301886792454,
image-301,2,685,30,30,98,12.208078961561808,
image-301,3,594,37,31,552,12.11996864271619,
image-301,4,289,31,33,646,12.818137778638558,
image-301,5,105,32,33,954,12.881709956709956,
image-301,6,45,92,138,1162,10.961538461538462,
image-302,0,1178,183,186,33,10.775,
image-302,1,1181,733,36,32,10.333333333333334,
image-302,2,960,36,37,96,12.59396369234991,
image-302,3,932,40,680,283,11.428571428571429,
image-302,4,748,37,35,307,12.770728905597325,
image-302,5,565,31,36,495,12.435097564200555,
image-302,6,46,34,33,674,12.387703447246892,
image-303,0,1172,33,735,39,10.666666666666666,
image-303,1,1171,121,121,43,10.528301886792454,
image-303,2,1106,38,35,105,11.918032786885245,
image-303,3,893,36,33,136,12.57417225925738,
image-303,4,833,35,38,346,12.9375,
image-303,5,559,32,37,411,12.572650471898251,
image-303,6,529,33,364,685,12.212121212121213,
image-303,7,316,34,38,711,12.733592000274841,
image-303,8,286,35,632,927,12.090909090909092,
image-303,9,103,31,33,982,12.341040827162484,
image-303,10,41,36,35,1135,12.286924939467312,
image-304,0,1170,192,180,41,10.7,
image-304,1,1170,735,31,41,11.333333333333334,
image-304,2,922,40,32,104,12.356439717783257,
image-304,3,497,36,33,318,12.3898677592129,
image-304,4,437,35,38,744,11.88010752688172,
image-304,5,345,35,33,807,12.684488957370313,
image-304,6,41,31,37,898,12.557618801670875,
image-305,0,1172,38,117,37,11.58,
image-305,1,832,38,30,103,12.587291550611866,
image-305,2,787,221,343,427,11.238095238095237,
image-305,3,771,500,239,443,10.166666666666666,
image-305,4,750,223,353,463,10.506944444444445,
image-305,5,726,295,401,488,10.4,
image-305,6,69,37,29,528,12.478839844221552,
image-305,7,41,42,29,1169,12.568965517241379,
image-306,0,1170,189,180,40,10.775,
image-306,1,1170,736,32,39,10.666666666666666,
image-306,2,953,39,30,105,12.438934114460123,
image-306,3,862,38,31,287,12.6328939045907,
image-306,4,710,36,29,380,12.463538587848934,
image-306,5,343,36,28,533,12.384308966442617,
image-306,6,39,35,32,897,12.672123117790155,
image-307,0,1174,35,117,34,11.125786163522012,
image-307,1,683,35,28,102,12.489200787105299,
image-307,2,654,77,34,553,12.527272727272727,
image-307,3,349,29,34,584,12.602308703281185,
image-307,4,45,30,34,893,12.758360890470689,
image-308,0,1185,187,185,25,10.7,
image-308,1,1186,733,31,26,12,
image-308,2,999,39,34,91,12.385391019922688,
image-308,3,876,38,37,241,12.41533521303258,
image-308,4,847,39,32,361,12.35593220338983,
image-308,5,421,32,34,395,12.37506654313618,
image-308,6,390,36,565,823,11.705882352941176,
image-308,7,268,35,36,849,12.120198763501262,
image-308,8,22,90,103,1152,10.044117647058822,
image-309,0,835,227,201,373,15.5,
image-309,1,790,150,149,418,14.735294117647058,
image-309,2,745,141,138,464,10.42,
image-309,3,209,30,30,511,12.591107448876508,
image-309,4,178,37,365,1034,12.4375,
image-309,5,117,37,38,1063,11.99780701754386,
image-309,6,41,92,258,1167,10.465116279069768,
image-310,0,1186,169,173,26,10.409090909090908,
image-310,1,1186,729,36,25,11.666666666666666,
image-310,2,1089,37,35,92,11.983342147012163,
image-310,3,998,36,41,150,12.261849099663243,
image-310,4,967,38,633,245,11.727272727272727,
image-310,5,22,86,678,1189,12,
image-311,0,807,37,52,374,15.126329787234042,
image-311,1,757,85,41,449,11.627272727272727,
image-311,2,240,23,39,485,12.370326321610198,
image-311,3,168,62,727,1046,11,
image-311,4,163,85,353,1046,9.783783783783784,
image-311,5,139,63,41,1071,10.08695652173913,
image-311,6,112,22,555,1097,9.695652173913043,
image-311,7,87,64,40,1122,12.210526315789474,
image-311,8,37,27,387,1148,10.702941176470588,
image-312,0,1178,112,105,34,10.6,
image-312,1,1180,737,32,32,10.333333333333334,
image-312,2,1114,39,33,95,12.551724137931034,
image-312,3,535,35,32,128,12.45237201173722,
image-312,4,505,36,510,707,12.095238095238095,
image-312,5,107,32,38,736,12.546852622839122,
image-312,6,49,72,116,1160,11.76923076923077,
image-313,0,1178,33,735,34,10.666666666666666,
image-313,1,1174,119,123,38,11.16,
image-313,2,1111,36,36,99,11.934426229508198,
image-313,3,715,31,33,130,12.385598804501418,
image-313,4,684,36,321,529,11.657894736842104,
image-313,5,655,78,33,555,11.879310344827585,
image-313,6,624,37,544,590,12.166666666666666,
image-313,7,137,30,33,616,12.774080644408892,
image-313,8,105,31,41,1104,12.771929824561404,
image-313,9,34,71,128,1174,11.784313725490197,
image-314,0,1170,109,36,38,10.466666666666667,
image-314,1,772,38,29,106,12.684326417766124,
image-314,2,590,35,30,466,12.687204536428004,
image-314,3,438,39,30,649,12.138594138102336,
image-314,4,316,36,31,802,12.723722860791828,
image-314,5,286,42,700,928,11.6,
image-314,6,41,38,32,952,12.288822875074494,
image-315,0,1163,32,126,47,9.514150943396228,
image-315,1,1100,38,38,113,13.163636363636364,
image-315,2,673,35,31,142,12.439969134148585,
image-315,3,459,35,32,566,12.81468637263596,
image-315,4,31,35,28,778,12.197239933983196,
image-316,0,1171,108,109,41,10.6,
image-316,1,1174,729,36,38,11.666666666666666,
image-316,2,772,32,33,97,11.862164611831917,
image-316,3,680,38,36,470,12.373051023051024,
image-316,4,527,32,35,581,10.673143849828694,
image-316,5,466,102,654,751,8.8,
image-316,6,466,220,513,751,8.375,
image-316,7,460,560,137,732,8.491666666666667,
image-316,8,440,567,141,774,8.363636363636363,
image-316,9,396,87,622,817,9.1,
image-316,10,396,231,535,814,11.333333333333334,
image-316,11,396,598,177,815,12.5,
image-316,12,345,231,532,841,11.833333333333334,
image-316,13,346,598,176,840,12.5,
image-316,14,319,232,535,890,11,
image-316,15,321,598,177,890,12.5,
image-316,16,90,35,37,967,10.381015414229115,
image-316,17,38,71,189,1145,11.197286821705426,
image-317,0,1175,39,728,35,11,
image-317,1,1170,125,117,38,10.528301886792454,
image-317,2,1113,77,611,97,8.615384615384615,
image-317,3,1112,376,282,100,10.142857142857142,
image-317,4,1046,240,520,137,13.333333333333334,
image-317,5,945,240,522,187,12.083333333333334,
image-317,6,943,607,167,143,12.416666666666666,
image-317,7,905,100,613,307,8.7,
image-317,8,903,352,259,308,10.5,
image-317,9,868,242,522,341,12,
image-317,10,819,239,520,365,13,
image-317,11,816,607,165,344,12.666666666666666,
image-317,12,765,87,613,427,8,
image-317,13,737,240,520,445,13,
image-317,14,761,605,168,450,13.5,
image-317,15,736,605,169,474,13,
image-317,16,670,313,238,515,10.146666666666668,
image-317,17,633,97,614,579,8.9,
image-317,18,634,240,523,577,12.333333333333334,
image-317,19,606,242,520,602,12.666666666666666,
image-317,20,604,608,167,579,11.75,
image-317,21,582,244,522,629,11.333333333333334,
image-317,22,578,608,167,628,12.5,
image-317,23,542,68,612,668,8.571428571428571,
image-317,24,540,373,285,672,10.142857142857142,
image-317,25,499,242,520,711,12.666666666666666,
image-317,26,476,241,522,735,12.333333333333334,
image-317,27,399,240,520,761,12.222222222222221,
image-317,28,397,605,164,712,14.1,
image-317,29,358,100,613,854,8.7,
image-317,30,357,353,255,856,10.666666666666666,
image-317,31,272,98,610,940,9.2,
image-317,32,221,240,521,888,12.333333333333332,
image-317,33,295,607,167,889,12.75,
image-317,34,220,608,167,991,12.5,
image-317,35,181,55,610,1029,9,
image-317,36,179,373,285,1033,10.142857142857142,
image-317,37,145,242,522,1065,12,
image-317,38,119,242,525,1090,11,
image-317,39,69,242,520,1115,12.166666666666666,
image-317,40,43,240,520,1166,13.333333333333334,
image-317,41,42,608,167,1066,12.1,
image-318,0,1173,110,113,39,10.49090909090909,
image-318,1,1173,731,35,37,11.333333333333334,
image-318,2,1040,234,530,95,11.666666666666668,
image-318,3,1065,597,175,95,12.666666666666666,
image-318,4,1039,599,175,169,13,
image-318,5,1004,92,621,209,8.7,
image-318,6,1003,344,267,208,10.5,
image-318,7,943,231,530,242,12.5,
image-318,8,943,599,175,241,13,
image-318,9,892,92,622,320,8.6,
image-318,10,868,232,530,318,11.833333333333332,
image-318,11,868,599,173,317,13,
image-318,12,832,52,621,378,9.071428571428571,
image-318,13,833,367,291,380,10.142857142857142,
image-318,14,797,234,531,414,11.666666666666666,
image-318,15,645,233,528,437,11.833333333333334,
image-318,16,747,600,171,414,14.166666666666666,
image-318,17,670,601,170,508,14.75,
image-318,18,609,95,566,603,8.6875,
image-318,19,610,349,259,601,10.666666666666666,
image-318,20,573,239,525,637,12,
image-318,21,548,239,524,661,12.333333333333334,
image-318,22,551,603,169,633,14,
image-318,23,497,97,618,716,8.5,
image-318,24,497,237,525,712,12.666666666666666,
image-318,25,472,239,525,738,12,
image-318,26,422,238,524,764,11.833333333333334,
image-318,27,424,603,169,736,13.166666666666666,
image-318,28,384,67,568,826,8.68421052631579,
image-318,29,387,367,285,825,10.571428571428571,
image-318,30,353,239,526,855,11.666666666666666,
image-318,31,254,239,524,881,11.75,
image-318,32,334,605,168,851,13.25,
image-318,33,254,606,175,905,14.333333333333334,
image-318,34,216,101,564,995,8.4375,
image-318,35,218,349,259,992,10.666666666666666,
image-318,36,186,241,524,1024,11.666666666666666,
image-318,37,161,242,523,1049,11.666666666666666,
image-318,38,110,240,520,1075,12.833333333333334,
image-318,39,112,607,167,1022,13.375,
image-318,40,82,99,612,1128,8.9,
image-318,41,85,255,532,1128,13,
image-318,42,35,242,520,1151,12.5,
image-318,43,38,608,167,1150,12.75,
image-319,0,1170,40,116,36,10.578616352201259,
image-319,1,1113,64,607,97,9.214285714285714,
image-319,2,1111,372,283,98,9.446428571428571,
image-319,3,974,239,520,133,12.066666666666666,
image-319,4,922,240,525,261,11.333333333333332,
image-319,5,897,236,524,311,13.333333333333334,
image-319,6,893,606,169,263,13.5,
image-319,7,862,97,614,349,8.9,
image-319,8,861,351,257,350,10.666666666666666,
image-319,9,724,93,617,487,9,
image-319,10,698,418,344,384,11.611111111111112,
image-319,11,664,46,619,546,9,
image-319,12,663,367,291,549,10.142857142857142,
image-319,13,526,417,341,582,12.2,
image-319,14,491,88,618,720,9.4,
image-319,15,489,344,264,722,10.666666666666666,
image-319,16,454,418,349,757,11,
image-319,17,429,417,346,782,12.333333333333334,
image-319,18,404,416,348,807,12,
image-319,19,354,87,619,858,9.4,
image-319,20,302,415,349,857,11.555555555555557,
image-319,21,268,32,626,941,8.875,
image-319,22,266,364,294,944,10.142857142857142,
image-319,23,130,412,349,978,12,
image-319,24,97,84,622,1114,9.4,
image-319,25,94,341,267,1116,10.666666666666666,
image-319,26,60,413,351,1151,12,
image-320,0,1158,109,34,48,11.133333333333333,
image-320,1,1100,89,618,112,9.3,
image-320,2,1000,413,349,108,12.133333333333333,
image-320,3,936,44,624,273,9.428571428571429,
image-320,4,938,360,293,274,10.5,
image-320,5,763,84,627,448,8.9,
image-320,6,689,405,351,318,12.074074074074073,
image-320,7,632,85,580,580,9,
image-320,8,632,257,184,580,10.878787878787879,
image-320,9,459,85,626,753,8.9,
image-320,10,385,405,355,623,12.074074074074074,
image-320,11,511,490,52,650,10.302745098039216,
image-320,12,411,564,119,801,10.636363636363637,
image-320,13,359,406,361,850,11,
image-320,14,301,56,639,910,9.545454545454545,
image-320,15,303,352,306,909,10.142857142857142,
image-320,16,26,400,357,953,12.433333333333334,
image-321,0,1171,29,738,41,11,
image-321,1,1166,112,125,44,10.622641509433961,
image-321,2,1109,85,572,101,8.9375,
image-321,3,1107,340,268,102,10.666666666666666,
image-321,4,1068,411,349,141,13.333333333333334,
image-321,5,992,411,349,164,12.444444444444445,
image-321,6,970,279,514,252,7,
image-321,7,969,359,434,252,7,
image-321,8,966,663,130,255,7,
image-321,9,939,85,621,273,9.4,
image-321,10,911,412,352,273,12,
image-321,11,860,413,351,325,11.666666666666668,
image-321,12,883,560,124,329,10.545454545454545,
image-321,13,817,52,575,393,8.65,
image-321,14,814,361,297,395,10.142857142857142,
image-321,15,421,89,623,790,8.8,
image-321,16,368,411,348,434,12.03921568627451,
image-321,17,318,412,349,869,12.333333333333332,
image-321,18,261,413,353,949,11.333333333333334,
image-321,19,33,411,349,973,12.444444444444445,
image-321,20,148,559,125,1063,10.545454545454545,
image-322,0,1167,104,112,41,10.618181818181819,
image-322,1,1169,732,36,42,10.666666666666666,
image-322,2,1112,52,621,97,8.466666666666667,
image-322,3,1111,365,293,100,10.142857142857142,
image-322,4,841,412,348,139,12.45,
image-322,5,638,412,349,419,12.142857142857142,
image-322,6,588,411,349,596,13,
image-322,7,546,92,619,666,8.9,
image-322,8,543,342,269,665,10.5,
image-322,9,274,411,349,707,11.900000000000002,
image-322,10,288,551,126,922,11.181818181818182,
image-322,11,250,412,352,961,12,
image-322,12,207,51,622,1001,9.071428571428571,
image-322,13,204,360,298,1007,10.142857142857142,
image-322,14,37,411,349,1047,11.722222222222223,
image-323,0,1173,39,727,38,11.333333333333334,
image-323,1,1171,125,117,41,10.528301886792454,
image-323,2,1035,422,338,98,11.916666666666668,
image-323,3,980,95,614,233,9.1,
image-323,4,979,351,258,232,10.61111111111111,
image-323,5,807,418,342,277,11.944444444444445,
image-323,6,529,32,34,465,12.233303699498254,
image-323,7,498,36,415,715,12.464285714285714,
image-323,8,469,71,503,742,11.894736842105264,
image-323,9,405,218,561,806,10.5,
image-323,10,392,498,182,794,11.688888888888888,
image-323,11,348,208,557,859,11.666666666666666,
image-323,12,348,491,264,860,11.25,
image-323,13,337,570,186,850,12.041666666666668,
image-323,14,280,205,559,930,9,
image-323,15,305,273,481,906,15.333333333333334,
image-323,16,279,305,482,934,13,
image-323,17,280,487,183,905,11.8,
image-323,18,210,202,561,997,12.333333333333334,
image-323,19,224,502,184,961,13.444444444444445,
image-323,20,157,212,559,1050,14.5,
image-323,21,165,272,481,1042,15.666666666666666,
image-323,22,36,31,37,1112,12.274067352288768,
image-324,0,1191,112,105,21,10.6,
image-324,1,1194,736,29,18,11.666666666666666,
image-324,2,641,37,26,82,12.423844193419212,
image-324,3,368,36,30,601,12.338149686977678,
image-324,4,338,40,387,875,12.433333333333334,
image-324,5,124,35,32,902,11.8384419855618,
image-324,6,63,35,37,1114,13.038461538461538,
image-324,7,16,93,389,1195,9.352941176470589,
image-325,0,1174,32,737,38,10.333333333333334,
image-325,1,1171,128,115,42,10.50943396226415,
image-325,2,1017,35,34,102,12.188771905031091,
image-325,3,743,31,33,224,12.394103759705965,
image-325,4,713,37,544,500,12.166666666666666,
image-325,5,559,36,31,527,12.203600245207683,
image-325,6,195,36,29,677,12.475741743433375,
image-325,7,43,36,30,1047,12.912125252362111,
image-326,0,1183,109,32,26,11.3,
image-326,1,692,32,32,94,12.337719604062675,
image-326,2,481,32,37,547,12.53841163301884,
image-326,3,452,35,583,762,12.133333333333333,
image-326,4,56,33,32,788,12.287196360255585,
image-326,5,21,92,675,1189,11,
image-327,0,1162,32,736,50,10.666666666666666,
image-327,1,1158,117,122,54,10.584905660377359,
image-327,2,790,35,30,114,12.106228100325701,
image-327,3,743,80,271,464,11.81578947368421,
image-327,4,693,78,40,515,10.333333333333334,
image-327,5,668,32,646,546,11.090909090909092,
image-327,6,628,531,227,589,8.4,
image-327,7,608,73,680,608,9.4,
image-327,8,607,190,541,609,8.625,
image-327,9,585,499,200,610,8.117424242424242,
image-327,10,608,647,76,609,8.555555555555555,
image-327,11,554,42,657,660,10.1,
image-327,12,553,214,552,658,11.333333333333334,
image-327,13,552,559,215,659,13,
image-327,14,522,213,552,688,11.666666666666666,
image-327,15,496,623,81,690,10.38888888888889,
image-327,16,389,211,551,745,11.916666666666666,
image-327,17,439,557,215,746,12.25,
image-327,18,364,560,57,822,10.814285714285713,
image-327,19,314,210,552,872,12.5,
image-327,20,244,44,659,969,9.7,
image-327,21,217,257,261,969,10.540404040404042,
image-327,22,182,211,552,1029,12.333333333333334,
image-327,23,81,210,553,1054,12.083333333333334,
image-327,24,156,558,217,1030,12.5,
image-327,25,130,558,217,1077,12.5,
image-327,26,79,563,70,1130,11.928571428571429,
image-327,27,55,584,49,1161,11.133333333333333,
image-327,28,29,624,91,1186,9.444444444444445,
image-328,0,1168,110,113,44,10.49090909090909,
image-328,1,1171,733,35,41,10.666666666666666,
image-328,2,912,210,551,97,12.037037037037036,
image-328,3,935,555,215,122,13,
image-328,4,872,44,658,341,9.8,
image-328,5,844,275,257,341,10.43956043956044,
image-328,6,805,210,552,405,12.666666666666666,
image-328,7,803,558,56,406,12.4,
image-328,8,779,612,70,436,9.833333333333334,
image-328,9,754,210,552,456,12.666666666666666,
image-328,10,754,555,215,457,15,
image-328,11,715,46,597,497,9.8125,
image-328,12,688,266,270,497,10.291208791208792,
image-328,13,421,212,547,563,12.166666666666668,
image-328,14,647,556,215,562,14.5,
image-328,15,572,559,215,615,12.75,
image-328,16,486,561,39,676,10.967032967032967,
image-328,17,419,558,213,741,13,
image-328,18,354,278,280,832,9.875,
image-328,19,318,212,550,890,12.666666666666666,
image-328,20,319,559,212,890,14.5,
image-328,21,294,213,549,916,12.666666666666666,
image-328,22,228,284,284,961,9.876811594202898,
image-328,23,193,215,549,1017,12,
image-328,24,192,560,215,1017,12.5,
image-328,25,142,213,550,1042,12.166666666666668,
image-328,26,140,605,53,1048,10.571428571428571,
image-328,27,66,213,547,1119,12.333333333333332,
image-328,28,89,592,41,1100,12.089743589743591,
image-328,29,64,567,47,1147,10.333333333333334,
image-328,30,39,654,85,1177,12.2,
image-329,0,1169,33,730,42,12.333333333333334,
image-329,1,1166,119,117,45,10.641509433962264,
image-329,2,829,211,550,103,12.000000000000002,
image-329,3,904,318,299,281,11.257352941176471,
image-329,4,852,314,466,308,16.333333333333332,
image-329,5,881,387,406,340,7,
image-329,6,856,386,407,364,7,
image-329,7,831,385,408,390,7,
image-329,8,828,453,300,331,11.416666666666666,
image-329,9,1100,560,215,105,12.5,
image-329,10,1083,560,216,127,12,
image-329,11,1005,559,215,153,12.833333333333334,
image-329,12,1041,628,39,150,10.038461538461538,
image-329,13,944,559,45,255,9.541666666666668,
image-329,14,906,560,218,307,11,
image-329,15,853,556,218,355,13,
image-329,16,901,648,33,293,8.76923076923077,
image-329,17,861,646,36,335,9.262820512820513,
image-329,18,799,64,657,415,9.875,
image-329,19,797,338,317,415,10.357142857142858,
image-329,20,646,210,551,438,12.388888888888888,
image-329,21,722,557,218,489,12.5,
image-329,22,646,558,215,539,12.75,
image-329,23,621,211,553,589,12,
image-329,24,620,563,57,588,12,
image-329,25,596,645,106,621,9.8,
image-329,26,444,210,552,640,11.777777777777779,
image-329,27,571,560,218,641,11,
image-329,28,496,560,216,691,11.75,
image-329,29,414,40,662,800,8.975,
image-329,30,388,288,276,799,10.422101449275363,
image-329,31,358,211,552,854,12.333333333333334,
image-329,32,334,214,554,879,10.666666666666666,
image-329,33,297,40,600,916,10,
image-329,34,272,272,281,916,10.148333333333333,
image-329,35,221,281,272,966,10.418560606060606,
image-329,36,39,210,551,1020,11.619047619047619,
image-329,37,142,558,217,1045,12,
image-329,38,75,619,41,1088,10.555555555555555,
image-330,0,1170,109,108,42,10.6,
image-330,1,1170,734,32,38,11.333333333333334,
image-330,2,1110,318,302,102,10.588235294117647,
image-330,3,1085,46,654,126,10,
image-330,4,1035,276,267,128,10.628985507246378,
image-330,5,1000,47,655,213,9.8,
image-330,6,925,212,550,210,11.5,
image-330,7,1000,560,217,209,11.5,
image-330,8,898,563,57,288,10.928571428571429,
image-330,9,798,210,552,337,12,
image-330,10,848,559,217,337,11.5,
image-330,11,796,557,218,415,12.5,
image-330,12,758,43,657,456,10,
image-330,13,756,341,317,456,10.142857142857142,
image-330,14,569,211,550,489,11.95238095238095,
image-330,15,670,558,216,514,12.5,
image-330,16,619,557,219,590,12,
image-330,17,544,562,58,641,11.1,
image-330,18,391,208,550,693,12.111111111111109,
image-330,19,518,557,215,691,14,
image-330,20,467,556,218,742,13,
image-330,21,392,557,218,818,12.5,
image-330,22,356,45,660,857,9.5,
image-330,23,330,283,278,857,10.653985507246377,
image-330,24,299,210,557,911,11,
image-330,25,276,211,554,932,11.666666666666666,
image-330,26,277,557,219,912,11.5,
image-330,27,239,45,601,972,9.625,
image-330,28,240,265,262,974,10.11111111111111,
image-330,29,215,358,356,1000,10.75,
image-330,30,163,268,266,1024,10.47252747252747,
